NACA 46009
1.00000000	0.00000000
0.99908005	0.00016728
0.99614376	0.00066789
0.99126265	0.00149755
0.98445577	0.00264934
0.97574966	0.00411382
0.96517829	0.00587916
0.95278295	0.00793148
0.93861207	0.01025503
0.92272105	0.01283249
0.90517207	0.01564522
0.88603383	0.01867353
0.86538133	0.02189681
0.84329551	0.02529375
0.81986300	0.02884240
0.79517572	0.03252029
0.76933058	0.03630434
0.74242901	0.04017094
0.71457660	0.04409584
0.68588268	0.04805406
0.65645984	0.05201990
0.62642350	0.05596685
0.59589147	0.05986757
0.56496329	0.06369079
0.53370996	0.06737040
0.50224263	0.07081878
0.47067724	0.07394746
0.43913319	0.07666993
0.40773344	0.07890429
0.37660449	0.08057601
0.34587612	0.08162054
0.31568101	0.08198577
0.28615396	0.08163424
0.25743097	0.08054488
0.22964795	0.07871432
0.20293922	0.07615747
0.17743579	0.07290761
0.15326364	0.06901555
0.13054187	0.06454823
0.10938110	0.05958662
0.08988201	0.05422291
0.07213416	0.04855745
0.05621521	0.04269511
0.04219046	0.03674171
0.03011272	0.03080027
0.02002247	0.02496749
0.01194829	0.01933047
0.00590740	0.01396387
0.00190631	0.00892747
-0.00005851	0.00426432
0.00000000	0.00000000
0.00203179	-0.00374662
0.00597899	-0.00687521
0.01180535	-0.00940487
0.01946855	-0.01136481
0.02892101	-0.01279322
0.04011079	-0.01373596
0.05298248	-0.01424513
0.06747811	-0.01437755
0.08353792	-0.01419309
0.10110100	-0.01375318
0.12010565	-0.01311927
0.14048950	-0.01235132
0.16218926	-0.01150647
0.18514022	-0.01063774
0.20927553	-0.00979277
0.23452525	-0.00901275
0.26081536	-0.00833137
0.28806675	-0.00777395
0.31619444	-0.00735676
0.34510688	-0.00708657
0.37470562	-0.00696049
0.40488524	-0.00696613
0.43553358	-0.00708219
0.46653224	-0.00727939
0.49775737	-0.00752174
0.52908056	-0.00776820
0.56036994	-0.00797457
0.59148984	-0.00809558
0.62226638	-0.00810092
0.65255716	-0.00799748
0.68224188	-0.00779744
0.71120269	-0.00751245
0.73932467	-0.00715372
0.76649622	-0.00673214
0.79260953	-0.00625837
0.81756099	-0.00574298
0.84125159	-0.00519654
0.86358730	-0.00462969
0.88447941	-0.00405321
0.90384493	-0.00347796
0.92160688	-0.00291486
0.93769461	-0.00237475
0.95204410	-0.00186822
0.96459819	-0.00140541
0.97530686	-0.00099579
0.98412739	-0.00064792
0.99102460	-0.00036920
0.99597094	-0.00016564
0.99894668	-0.00004168
1.00000000	0.00000000

