NACA 0008
1.00000000	0.00000000
0.99901336	0.00009306
0.99605735	0.00037121
0.99114363	0.00083135
0.98429158	0.00146842
0.97552826	0.00227554
0.96488824	0.00324415
0.95241353	0.00436425
0.93815334	0.00562462
0.92216396	0.00701301
0.90450850	0.00851643
0.88525662	0.01012125
0.86448431	0.01181346
0.84227355	0.01357872
0.81871199	0.01540245
0.79389263	0.01726991
0.76791340	0.01916611
0.74087684	0.02107583
0.71288965	0.02298352
0.68406228	0.02487322
0.65450850	0.02672848
0.62434494	0.02853230
0.59369066	0.03026710
0.56266662	0.03191472
0.53139526	0.03345652
0.50000000	0.03487350
0.46860474	0.03614650
0.43733338	0.03725645
0.40630934	0.03818474
0.37565506	0.03891355
0.34549150	0.03942627
0.31593772	0.03970790
0.28711035	0.03974552
0.25912316	0.03952859
0.23208660	0.03904933
0.20610737	0.03830296
0.18128801	0.03728787
0.15772645	0.03600568
0.13551569	0.03446118
0.11474338	0.03266215
0.09549150	0.03061908
0.07783604	0.02834474
0.06184666	0.02585375
0.04758647	0.02316193
0.03511176	0.02028575
0.02447174	0.01724165
0.01570842	0.01404541
0.00885637	0.01071155
0.00394265	0.00725280
0.00098664	0.00367965
0.00000000	0.00000000
0.00098664	-0.00367965
0.00394265	-0.00725280
0.00885637	-0.01071155
0.01570842	-0.01404541
0.02447174	-0.01724165
0.03511176	-0.02028575
0.04758647	-0.02316193
0.06184666	-0.02585375
0.07783604	-0.02834474
0.09549150	-0.03061908
0.11474338	-0.03266215
0.13551569	-0.03446118
0.15772645	-0.03600568
0.18128801	-0.03728787
0.20610737	-0.03830296
0.23208660	-0.03904933
0.25912316	-0.03952859
0.28711035	-0.03974552
0.31593772	-0.03970790
0.34549150	-0.03942626
0.37565506	-0.03891355
0.40630934	-0.03818474
0.43733338	-0.03725645
0.46860474	-0.03614650
0.50000000	-0.03487350
0.53139526	-0.03345652
0.56266662	-0.03191472
0.59369066	-0.03026710
0.62434494	-0.02853230
0.65450850	-0.02672848
0.68406228	-0.02487322
0.71288965	-0.02298352
0.74087684	-0.02107583
0.76791340	-0.01916611
0.79389263	-0.01726991
0.81871199	-0.01540245
0.84227355	-0.01357872
0.86448431	-0.01181346
0.88525662	-0.01012125
0.90450850	-0.00851643
0.92216396	-0.00701301
0.93815334	-0.00562462
0.95241353	-0.00436425
0.96488824	-0.00324415
0.97552826	-0.00227554
0.98429158	-0.00146842
0.99114363	-0.00083135
0.99605735	-0.00037121
0.99901336	-0.00009306
1.00000000	0.00000000

